RCMC,,RCWMC,,WPCM-1,,WPCM-2,,UPCM,,WUPCM1-TCM,,WUPCM2-TCM,,MGMM,,RCSPCM,,VAM,,KSAM,,RAM,,MDM,,SDM,,MT,,JHM,,IVAM,
TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM-MT,TOCM-MT,TCM,TOCM,TCM,TOCM
1,1,1,1,26,24,13,1,13,1,18,15,1,1,22,21,29,27,18,15,31,32,1,1,1,1,25,23,29,27,33,33,20,17
1,1,1,1,26,25,1,1,1,1,19,16,1,1,21,22,27,29,19,16,33,34,1,1,1,1,24,23,27,29,31,31,18,15
1,1,1,1,25,24,12,1,12,12,15,17,1,1,22,21,31,33,15,17,27,28,1,1,1,1,26,23,31,33,29,29,20,17
1,1,1,1,26,25,1,1,1,1,20,15,1,1,22,18,29,27,20,15,31,32,1,1,1,1,24,23,29,27,33,33,19,17
1,1,1,1,26,25,11,11,14,11,20,15,1,1,18,19,29,27,20,15,31,32,1,1,1,1,23,24,29,27,33,33,20,15
1,1,1,1,21,21,15,13,16,14,25,25,1,1,1,1,25,25,17,17,34,33,1,1,1,1,25,25,25,25,23,23,17,17
1,1,1,1,17,17,15,13,16,14,25,25,1,1,1,1,19,19,25,25,25,25,1,1,1,1,23,23,19,19,25,25,25,25
1,1,1,1,17,17,15,13,16,14,19,19,1,1,1,1,19,19,19,19,19,19,1,1,1,1,19,19,19,19,19,19,19,19
1,1,1,1,23,23,15,13,16,14,25,25,1,1,1,1,21,19,25,25,25,25,1,1,1,1,17,17,21,19,25,25,25,25
1,1,1,1,21,21,15,13,16,14,31,31,1,1,1,1,25,27,17,17,30,29,1,1,1,1,31,31,25,27,23,23,17,17
1,1,1,1,17,17,15,13,16,13,25,25,1,1,1,1,21,21,25,25,25,25,1,1,1,1,19,19,21,21,25,25,25,25
1,1,1,1,17,17,16,13,15,14,25,25,1,1,1,1,27,27,19,19,34,33,1,1,1,1,23,23,27,27,31,31,19,19
1,1,1,1,33,33,15,13,16,14,23,23,1,1,1,1,17,17,23,23,23,23,1,1,1,1,17,22,17,17,23,23,23,23
1,1,1,1,23,23,15,13,16,14,25,25,1,1,1,1,19,21,25,25,34,33,1,1,1,1,17,17,19,21,31,31,25,25
1,1,1,1,19,19,15,13,16,13,25,25,1,1,1,1,21,21,25,25,25,25,1,1,1,1,17,18,21,21,25,25,25,25
1,1,1,1,17,17,15,13,15,14,29,29,1,1,1,1,22,20,29,29,27,24,1,1,1,1,28,19,22,20,25,25,29,29
1,1,1,1,17,17,15,13,16,13,33,33,1,1,1,1,20,20,24,24,32,28,1,1,1,1,29,19,20,20,30,30,24,24
1,1,1,1,18,18,15,13,16,13,29,29,1,1,1,1,21,21,29,29,25,25,1,1,1,1,20,17,21,21,25,25,29,29
1,1,1,1,18,18,15,13,16,14,31,31,1,1,1,1,27,25,20,20,34,33,1,1,1,1,24,17,27,25,29,29,20,20
1,1,1,1,23,23,15,13,16,13,25,25,1,1,1,1,19,19,25,25,25,25,1,1,1,1,18,17,19,19,25,25,25,25
1,1,1,1,22,22,15,13,16,14,26,26,1,1,1,1,18,20,26,26,24,24,1,1,1,1,32,17,18,20,33,33,26,26
1,1,1,1,27,27,15,13,16,14,29,29,1,1,1,1,23,23,18,18,34,22,1,1,1,1,31,17,23,23,32,32,18,18
1,1,1,1,17,17,15,13,16,13,25,25,1,1,1,1,19,21,25,25,25,25,1,1,1,1,24,23,19,21,25,25,25,25
1,1,1,1,27,27,15,13,15,13,17,17,1,1,1,1,21,19,23,23,34,31,1,1,1,1,30,29,21,19,32,32,23,23
1,1,1,1,33,33,15,13,16,13,27,27,1,1,1,1,18,18,27,27,22,22,1,1,1,1,26,17,18,18,22,22,27,27
1,1,1,1,24,24,13,13,13,13,22,18,1,1,1,1,27,27,22,18,31,31,1,1,1,1,21,17,27,27,31,31,26,18
1,1,1,1,25,26,13,11,13,11,22,19,1,1,16,15,27,27,22,19,31,31,1,1,1,1,18,17,27,27,31,31,22,21
1,1,1,1,25,25,13,11,13,12,22,19,1,1,15,16,29,27,22,19,32,31,1,1,1,1,18,17,29,27,33,33,22,19
1,1,1,1,26,26,13,11,13,11,22,19,1,1,15,16,31,31,22,19,25,28,1,1,1,1,18,17,31,31,29,29,24,21
1,1,1,1,22,22,13,11,13,11,24,19,1,1,15,16,29,29,24,19,28,27,1,1,1,1,18,17,29,29,33,33,24,21
1,1,1,1,33,33,14,12,14,12,22,18,1,1,1,16,25,25,22,18,29,29,1,1,1,1,21,17,25,25,29,29,22,18
1,1,1,1,25,25,13,11,13,11,22,18,1,1,15,16,27,29,22,18,31,31,1,1,1,1,21,17,27,29,31,31,22,18
1,1,1,1,25,25,13,1,13,12,22,19,1,1,15,16,27,27,22,19,31,31,1,1,1,1,18,17,27,27,31,31,22,19
1,1,1,1,25,25,12,12,12,1,22,18,1,1,15,16,29,29,22,18,27,28,1,1,1,1,21,17,29,29,33,33,22,20
1,1,1,1,25,25,11,13,11,13,22,19,1,1,15,16,27,27,22,19,31,31,1,1,1,1,21,17,27,27,31,31,24,18
1,1,1,1,26,25,1,1,1,1,18,15,1,1,21,22,27,27,18,15,31,31,1,1,1,1,24,23,27,27,31,31,18,17
1,1,1,1,26,25,1,1,1,1,18,15,1,1,22,21,27,27,18,15,31,31,1,1,1,1,24,23,27,27,33,33,18,15
1,1,1,1,26,25,1,1,1,1,18,15,1,1,22,21,27,29,18,15,31,31,1,1,1,1,24,23,27,29,33,33,18,15
1,1,1,1,26,25,1,1,1,1,18,15,1,1,21,22,27,29,18,15,31,31,1,1,1,1,24,23,27,29,33,33,20,15
1,1,1,1,26,25,13,1,13,1,19,15,1,1,21,22,27,27,19,15,31,31,1,1,1,1,24,23,27,27,31,31,18,15
1,1,1,1,26,25,11,11,11,11,20,15,1,1,19,18,27,29,20,15,31,31,1,1,1,1,24,23,27,29,33,33,20,17
1,1,1,1,25,26,1,1,1,1,18,15,1,1,22,21,31,31,18,15,27,28,1,1,1,1,24,23,31,31,29,29,18,15
1,1,1,1,25,30,1,1,1,1,18,15,1,1,21,22,26,28,18,15,31,32,1,1,1,1,24,23,26,28,33,33,18,17
1,1,1,1,26,25,13,1,13,1,19,16,1,1,22,18,27,27,19,16,31,31,1,1,1,1,24,23,27,27,33,33,21,15
1,1,1,1,26,25,1,1,1,1,18,15,1,1,22,21,31,31,18,15,27,28,1,1,1,1,24,23,31,31,29,29,20,15
