Intance Number,Problem Type (SED / SGD / DGS),VAM,,Unit Penalty Cost Method ,,Modified Unit Penalty Cost Method,,Maximum Penalty Cost,,Maximum per unit penalty cost,,Trans. Cost,,Weighted Trans. Cost,,KSAM,,RAM,,MDM,,SD,,TOCM-MT,Geometric -mean,
,,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,TCM,TOCM,,TCM,TOCM
476,60_10_1000_6,616867,603518,585517,585517,616867,585517,602526,596146,585517,585517,585517,585517,585517,585517,3126051,585517,585517,585517,585517,585517,1101611,932841,2699846,676964,652575
477,60_10_1000_7,534104,534452,516779,516779,534104,516779,524460,522019,516779,516779,516779,516779,516779,516779,2919899,516779,516779,516779,516779,516779,1151748,928405,2548296,563245,588907
478,60_10_1000_8,451456,433702,431656,431656,451456,431656,432756,433702,431656,431656,431656,431656,431656,431656,3030866,431656,431656,431656,431656,431656,1179948,934946,2530434,463380,463343
479,60_10_1000_9,707030,682852,648277,648277,707030,648277,707030,680952,648277,648277,648277,648277,648277,648277,2705359,648277,648277,648277,648277,648277,1038641,1101592,2705359,664849,688549
480,60_10_1000_10,596160,581014,572673,572673,596160,572673,595932,578369,572673,572673,572673,572673,572673,572673,3089988,572673,572673,572673,572673,572673,1213812,1007948,2699213,601831,621460
481,100_1_20_1,5027238,5029536,5026628,5026446,5028408,5026661,5025257,5029536,5026628,5026446,5028623,5028706,5027660,5027660,5078665,5027660,5026443,5025973,5028103,5028103,5027685,5028735,5027118,5025590,5027319
482,100_1_20_2,4742619,4742619,4742249,4742433,4745305,4739592,4742170,4743202,4742249,4742433,4741370,4741370,4739592,4739592,4791617,4739592,4741504,4740635,4741381,4741381,4742798,4745975,4745466,4740009,4740009
483,100_1_20_3,4891432,4891432,4889057,4889057,4893489,4888369,4890184,4891739,4889057,4889057,4889279,4889279,4888111,4888111,4932205,4888111,4890871,4890171,4889347,4889347,4893241,4894336,4894163,4889540,4889219
484,100_1_20_4,4871167,4871376,4871322,4871378,4871313,4871061,4871248,4871338,4871378,4871378,4876813,4876801,4871396,4871396,4936190,4871396,4875850,4874129,4876869,4876869,4877860,4876674,4876403,4873688,4873363
485,100_1_20_5,4872914,4872914,4874629,4873775,4875212,4872805,4874378,4872941,4874335,4873775,4874241,4874241,4872586,4872586,4934438,4872586,4874581,4875642,4876622,4876622,4875677,4875655,4874595,4872828,4872514
486,100_1_20_6,4917401,4917401,4919833,4919833,4918362,4914563,4919477,4918894,4920009,4920009,4916448,4916448,4914331,4914331,4971130,4914331,4916903,4917199,4917501,4917501,4919614,4918806,4919610,4916277,4915501
487,100_1_20_7,4864698,4864627,4864380,4864380,4864737,4865386,4865251,4864580,4864380,4864380,4868073,4868073,4864417,4864417,4910611,4864417,4867570,4866373,4868776,4868776,4867582,4867214,4869129,4865895,4865828
490,100_1_20_10,4913109,4913063,4912921,4912406,4913786,4911860,4914043,4914245,4912921,4912422,4914591,4914591,4912287,4912287,4976169,4912287,4915143,4914472,4913404,4913404,4916695,4916353,4918632,4912318,4912783
493,100_1_100_3,4599726,4599926,4602082,4594621,4605118,4598224,4597555,4599926,4602082,4594621,4610416,4610493,4595585,4595585,4711433,4595585,4609857,4608748,4615664,4615664,4616618,4620455,4609876,4594911,4595674
494,100_1_100_4,4604410,4602200,4600584,4604057,4608852,4598651,4602823,4602818,4602811,4604057,4620252,4620252,4600539,4600539,4717887,4600539,4621751,4617605,4622864,4622864,4620313,4623908,4631901,4606824,4608084
497,100_1_100_7,4636291,4634472,4630306,4635221,4640261,4624387,4637081,4642546,4630306,4635221,4643608,4643608,4629923,4629923,4762920,4629923,4640570,4636071,4639764,4639764,4646881,4648481,4664878,4632710,4632177
499,100_1_100_9,4583520,4585176,4586221,4586221,4593561,4578230,4584215,4585833,4586221,4586221,4592468,4592468,4575795,4575795,4701525,4575795,4587831,4590180,4596760,4596760,4613965,4614006,4599796,4582073,4583652
500,100_1_100_10,4446388,4446388,4449444,4443957,4455298,4442794,4448085,4444314,4449444,4443957,4446975,4446975,4442968,4442968,4535415,4442968,4451668,4452096,4445322,4445322,4469463,4469087,4474532,4445086,4444310
501,100_1_500_1,2954458,2950394,2958199,2957822,2975123,2905082,2970479,2950394,2949654,2943254,2932462,2932462,2904194,2904194,3007946,2904194,2967851,2962692,2926519,2926519,3025407,3024445,3051089,2957955,2930724
505,100_1_500_5,2928673,2923227,2961257,2961888,3037677,2918608,2923459,2934362,2959825,2964348,2960439,2960446,2947942,2947942,3145567,2947942,2950219,2959050,2924355,2924355,3029960,2979607,3050318,2969664,2941412
506,100_1_500_6,2985317,3002956,3049994,3029951,3015302,3016374,3004385,2987753,3056229,3033411,3050603,3050603,3029533,3029533,3086808,3029533,3073616,3048901,3034541,3034541,3073129,3085577,3109541,3025885,3013764
507,100_1_500_7,2982356,2980431,3000179,2975067,2977433,2977243,2979156,2982591,3000179,2974875,3052574,3052574,2984821,2984821,3158380,2984821,3004584,2984508,3065465,3065465,3062993,3037540,3055382,3009626,3017925
515,100_1_1000_5,1035237,989449,996867,1052209,1078251,1200653,1020059,1020059,1001275,1001275,1259902,1283163,1205676,1205676,1188787,1188787,1384903,1395467,1409355,1409355,1200320,1214170,1021767,1058350,1044537
516,100_1_1000_6,1122399,1147443,1070975,1093989,1177236,1015615,1146802,1169492,1093174,1108709,1333995,1364286,1106798,1105465,1144706,1105465,1279833,1275864,1334319,1334319,1364474,1348307,1210326,1130191,1108810
520,100_1_1000_10,1138007,1124259,1107729,1023061,1143973,1089851,1095057,1014118,1009908,1019405,1143469,1157805,1190293,1188333,1261459,1188333,1225517,1230157,1085410,1085410,1253768,1235638,1145537,1055351,1046514
521,100_2_20_1,4910056,4910056,4914888,4914966,4908496,4893207,4910211,4910211,4914888,4914116,4893207,4893207,4893207,4893207,4970726,4893207,4893207,4893207,4893207,4893207,4914253,4912028,4915118,4893207,4893207
522,100_2_20_2,4947965,4947965,4947756,4947756,4949214,4928340,4946446,4946416,4947756,4948669,4928340,4928340,4928340,4928340,5004868,4928340,4928340,4928340,4928340,4928340,4948316,4945175,4947025,4928340,4928340
523,100_2_20_3,4922667,4922667,4927278,4927278,4928235,4910874,4922667,4922667,4927278,4927278,4910874,4910874,4910874,4910874,4974394,4910874,4910874,4910874,4910874,4910874,4925728,4927894,4924598,4910874,4910874
524,100_2_20_4,4899632,4899575,4901229,4901052,4902822,4887690,4899707,4899692,4901229,4901052,4887690,4887690,4887690,4887690,4955404,4887690,4887690,4887690,4887690,4887690,4901795,4901138,4902270,4887690,4887690
525,100_2_20_5,4902454,4902454,4909585,4910272,4904530,4890419,4902366,4902366,4909585,4910272,4890419,4890419,4890419,4890419,4963317,4890419,4890419,4890419,4890419,4890419,4907825,4907380,4910317,4890419,4890419
526,100_2_20_6,4852468,4852468,4859592,4859592,4859848,4843702,4852352,4851952,4859531,4859592,4843702,4843702,4843702,4843702,4925548,4843702,4843702,4843702,4843702,4843702,4859853,4859950,4860557,4843702,4843702
527,100_2_20_7,4944727,4944727,4949273,4949273,4946794,4928729,4945095,4944502,4949273,4949238,4928729,4928729,4928729,4928729,5010284,4928729,4928729,4928729,4928729,4928729,4950215,4950996,4949427,4928729,4928729
528,100_2_20_8,4758077,4758107,4768712,4767973,4766827,4746812,4758356,4758387,4768712,4767674,4746812,4746812,4746812,4746812,4826912,4746812,4746812,4746812,4746812,4746812,4764937,4762272,4765376,4746812,4746812
529,100_2_20_9,5004365,5004365,5008631,5008631,5007900,4993894,5004418,5004939,5008794,5008794,4993894,4993894,4993894,4993894,5055235,4993894,4993894,4993894,4993894,4993894,5012340,5010911,5011472,4993894,4993894
530,100_2_20_10,4922938,4922938,4928502,4927639,4926626,4911510,4922949,4923353,4928502,4927639,4911510,4911510,4911510,4911510,4965404,4911510,4911510,4911510,4911510,4911510,4927611,4926803,4926230,4911510,4911510
531,100_2_100_1,4621856,4620700,4593324,4571404,4615175,4530829,4621856,4620700,4589550,4571225,4530829,4530829,4530829,4530829,4756755,4530829,4530829,4530829,4530829,4530829,4620388,4617101,4611784,4530829,4530829
532,100_2_100_2,4589353,4594320,4552645,4555274,4588251,4505703,4588795,4594366,4549888,4549033,4505703,4505703,4505703,4505703,4728520,4505703,4505703,4505703,4505703,4505703,4614941,4606546,4606836,4505703,4505703
533,100_2_100_3,4670023,4670023,4668901,4644221,4716184,4593476,4671089,4671089,4668901,4641091,4593476,4593476,4593476,4593476,4861513,4593476,4593476,4593476,4593476,4593476,4710076,4709295,4692746,4593476,4593476
534,100_2_100_4,4561322,4561322,4582503,4550140,4590080,4488298,4561322,4561322,4575199,4548830,4488298,4488298,4488298,4488298,4682721,4488298,4488298,4488298,4488298,4488298,4600865,4601458,4564575,4488298,4488298
535,100_2_100_5,4710697,4709674,4672797,4642534,4711745,4605509,4710541,4709674,4670060,4637831,4605509,4605509,4605509,4605509,4826937,4605509,4605509,4605509,4605509,4605509,4715719,4716316,4700633,4605509,4605509
536,100_2_100_6,4579300,4579300,4619421,4568603,4620241,4524892,4582347,4579300,4622745,4560868,4524892,4524892,4524892,4524892,4740024,4524892,4524892,4524892,4524892,4524892,4611653,4626575,4600085,4524892,4524892
537,100_2_100_7,4722464,4720745,4704695,4682784,4722669,4642395,4721496,4720745,4697907,4682784,4642395,4642395,4642395,4642395,4846880,4642395,4642395,4642395,4642395,4642395,4709051,4717735,4722171,4642395,4645690
538,100_2_100_8,4538472,4541545,4547779,4524342,4566529,4477600,4538472,4541665,4542217,4523218,4477600,4477600,4477600,4477600,4716419,4477600,4477600,4477600,4477600,4477600,4559833,4570919,4551790,4477600,4477600
539,100_2_100_9,4560768,4552585,4588077,4575308,4570876,4514793,4556950,4559382,4588077,4568181,4514793,4514793,4514793,4514793,4724992,4514793,4514793,4514793,4514793,4514793,4612932,4610638,4590429,4514793,4514793
540,100_2_100_10,4558181,4556529,4554861,4534108,4572067,4472195,4556811,4556811,4550972,4520149,4472195,4472195,4472195,4472195,4686719,4472195,4472195,4472195,4472195,4472195,4565338,4557799,4584577,4472195,4472195
541,100_2_500_1,3426967,3322106,3007881,2996419,3416647,2984759,3426967,3321716,3001227,2994736,2984759,2984759,2984759,2984759,3456341,2984759,2984759,2984759,2984759,2984759,3313869,3278683,3442687,2988733,3009874
542,100_2_500_2,3175909,3135881,2911691,2885731,3184515,2869972,3198645,3159223,2905306,2881944,2869972,2869972,2869972,2869972,3360931,2869972,2869972,2869972,2869972,2869972,3145389,3154734,3270262,2898929,2884199
543,100_2_500_3,3340607,3246211,3004986,2993857,3335384,2987076,3340607,3246211,2996164,2993857,2987076,2987076,2987076,2987076,3599619,2987076,2987076,2987076,2987076,2987076,3444070,3366639,3432024,2987076,2996525
544,100_2_500_4,3445502,3333236,2942938,2915710,3463407,2906295,3445502,3323567,2922651,2914983,2906295,2906295,2906295,2906295,3397712,2906295,2906295,2906295,2906295,2906295,3329389,3207191,3386347,2914252,2913448
545,100_2_500_5,3242511,3195452,2867179,2844913,3292603,2828067,3242129,3177460,2858291,2840428,2828067,2828067,2828067,2828067,3573501,2828067,2828067,2828067,2828067,2828067,3283270,3092341,3247832,2831615,2836391
546,100_2_500_6,3291572,3220861,2946709,2929118,3287917,2923685,3287999,3215003,2937425,2929118,2923685,2923685,2923685,2923685,3433879,2923685,2923685,2923685,2923685,2923685,3361715,3262104,3336943,2932483,2941999
547,100_2_500_7,3242157,3196471,2984740,2959828,3281805,2945828,3245757,3194528,2981878,2954679,2945828,2945828,2945828,2945828,3504074,2945828,2945828,2945828,2945828,2945828,3305429,3217663,3358337,2947624,2955130
548,100_2_500_8,3306058,3212172,2961021,2938897,3327918,2930737,3326132,3212308,2955327,2936475,2930737,2930737,2930737,2930737,3474458,2930737,2930737,2930737,2930737,2930737,3416392,3309144,3457076,2932656,2934111
549,100_2_500_9,3208096,3128356,2893579,2869886,3204074,2858482,3214165,3127400,2885857,2867810,2858482,2858482,2858482,2858482,3346311,2858482,2858482,2858482,2858482,2858482,3245177,3125289,3227897,2870938,2868273
550,100_2_500_10,3224630,3117431,2888883,2873369,3253166,2863306,3222880,3117431,2888883,2873369,2863306,2863306,2863306,2863306,3418810,2863306,2863306,2863306,2863306,2863306,3304030,3146624,3499797,2890438,2907289
551,100_2_1000_1,826795,809707,804243,803125,826795,802801,822919,809707,802801,803125,802801,802801,802801,802801,1747697,802801,802801,802801,802801,802801,1331439,1148799,1588311,861738,855650
552,100_2_1000_2,1010308,995871,975606,975606,1010308,972733,1004401,984344,975606,974319,972733,972733,972733,972733,1850316,972733,972733,972733,972733,972733,1491115,1477572,1791805,985803,993989
553,100_2_1000_3,790831,785262,777775,778485,790831,777124,786463,781189,778485,777694,777124,777124,777124,777124,1465690,777124,777124,777124,777124,777124,1448646,1134107,1601210,885457,828333
554,100_2_1000_4,974510,960108,954729,953679,974510,953373,964846,955671,953787,953679,953373,953373,953373,953373,2080121,953373,953373,953373,953373,953373,1459406,1372031,1912768,969489,977366
555,100_2_1000_5,1016635,998094,991468,991468,1016635,990550,1008048,995774,991468,991468,990550,990550,990550,990550,2093509,990550,990550,990550,990550,990550,1634781,1435376,1893035,1009808,1007861
556,100_2_1000_6,1019748,1017195,1008561,1008561,1019748,1008315,1018056,1015665,1008561,1008561,1008315,1008315,1008315,1008315,1955476,1008315,1008315,1008315,1008315,1008315,1633341,1396019,1958580,1072734,1035201
557,100_2_1000_7,961864,945422,934186,931865,961864,931767,952693,941903,931943,931865,931767,931767,931767,931767,1874999,931767,931767,931767,931767,931767,1387646,1397001,1942449,985629,997748
558,100_2_1000_8,1022993,1007851,998363,997934,1022993,996556,1017385,1005331,997226,997934,996556,996556,996556,996556,1647057,996556,996556,996556,996556,996556,1482570,1327940,1803445,1040193,1055485
559,100_2_1000_9,903606,894830,892746,892746,903606,891018,901123,893999,892746,891818,891018,891018,891018,891018,1941960,891018,891018,891018,891018,891018,1357757,1128484,1732634,918789,926517
560,100_2_1000_10,828124,820345,819027,819027,828124,817577,826756,820078,817844,817844,817577,817577,817577,817577,1909949,817577,817577,817577,817577,817577,1516769,1049703,1646933,838617,845669
561,100_5_20_1,5010576,5010576,4990349,4969924,5010618,4951986,5010576,5010576,4990349,4968592,4951986,4951986,4951986,4951986,5040178,4951986,4951986,4951986,4951986,4951986,4999335,4989568,4999128,4951986,4951986
562,100_5_20_2,4978351,4978351,4975554,4962430,4986403,4937754,4978441,4978441,4975554,4960267,4937754,4937754,4937754,4937754,5022789,4937754,4937754,4937754,4937754,4937754,4982247,4984916,4983077,4937754,4937754
563,100_5_20_3,4964856,4964815,4962827,4942074,4964255,4919047,4964856,4964844,4960248,4938630,4919047,4919047,4919047,4919047,4994428,4919047,4919047,4919047,4919047,4919047,4967668,4968482,4966191,4919047,4919047
564,100_5_20_4,4866932,4866932,4859327,4845911,4868407,4824973,4866932,4866932,4854504,4845911,4824973,4824973,4824973,4824973,4905655,4824973,4824973,4824973,4824973,4824973,4871081,4872740,4868470,4824973,4824973
565,100_5_20_5,4837877,4837877,4844454,4821357,4839355,4797286,4837877,4837877,4843301,4819404,4797286,4797286,4797286,4797286,4867209,4797286,4797286,4797286,4797286,4797286,4840361,4840135,4840715,4797286,4797286
566,100_5_20_6,4999241,4999241,4998441,4975936,4997338,4949339,4999241,4999241,4997670,4972822,4949339,4949339,4949339,4949339,5030361,4949339,4949339,4949339,4949339,4949339,4992294,4993527,4980591,4949339,4949339
567,100_5_20_7,5003869,5003869,5005772,4985531,4998225,4958932,5003869,5003869,5003342,4984397,4958932,4958932,4958932,4958932,5041513,4958932,4958932,4958932,4958932,4958932,4999094,4999763,4990257,4958932,4958932
568,100_5_20_8,4985671,4985671,4979978,4963628,4991802,4939664,4985671,4985671,4979612,4959639,4939664,4939664,4939664,4939664,5027667,4939664,4939664,4939664,4939664,4939664,4982937,4978932,4982754,4939664,4939664
569,100_5_20_9,4953677,4953677,4961131,4943669,4974739,4918329,4953677,4953677,4961131,4941620,4918329,4918329,4918329,4918329,4992873,4918329,4918329,4918329,4918329,4918329,4958810,4958729,4959321,4918329,4918329
570,100_5_20_10,4976332,4976332,4966135,4942766,4967648,4917717,4976449,4976743,4965118,4939545,4917717,4917717,4917717,4917717,5004163,4917717,4917717,4917717,4917717,4917717,4961079,4961782,4961333,4917717,4917717
571,100_5_100_1,4791675,4791675,4564870,4557100,4761510,4550152,4791675,4791675,4563212,4556281,4550152,4550152,4550152,4550152,4925566,4550152,4550152,4550152,4550152,4550152,4818713,4809994,4772676,4550152,4550152
572,100_5_100_2,4811052,4811052,4622574,4605635,4811052,4596871,4811052,4811064,4621410,4604823,4596871,4596871,4596871,4596871,4929323,4596871,4596871,4596871,4596871,4596871,4860692,4819557,4826809,4596871,4596871
573,100_5_100_3,4761447,4761447,4596927,4580817,4822980,4571401,4761447,4761447,4595504,4578547,4571401,4571401,4571401,4571401,4901456,4571401,4571401,4571401,4571401,4571401,4847576,4825441,4778935,4571401,4571936
574,100_5_100_4,4735921,4735921,4556990,4538759,4736209,4530186,4735921,4735921,4552234,4537898,4530186,4530186,4530186,4530186,4822202,4530186,4530186,4530186,4530186,4530186,4770172,4778650,4735143,4530186,4530186
575,100_5_100_5,4761730,4761730,4541270,4519311,4768488,4510322,4761730,4761730,4538658,4518583,4510322,4510322,4510322,4510322,4834053,4510322,4510322,4510322,4510322,4510322,4817463,4792372,4714278,4510322,4510322
576,100_5_100_6,4660046,4659938,4488139,4471769,4727599,4465425,4660046,4659938,4485572,4471004,4465425,4465425,4465425,4465425,4659274,4465425,4465425,4465425,4465425,4465425,4664545,4650690,4700644,4465425,4465425
577,100_5_100_7,4903294,4903294,4673720,4644127,4905795,4629616,4903371,4903371,4668406,4643521,4629616,4629616,4629616,4629616,5025492,4629616,4629616,4629616,4629616,4629616,4854531,4820440,4846452,4629616,4629616
578,100_5_100_8,4926415,4926415,4742628,4729476,5005892,4722333,4926470,4926470,4742628,4729001,4722333,4722333,4722333,4722333,5100955,4722333,4722333,4722333,4722333,4722333,5015230,4968346,4956780,4722333,4722333
579,100_5_100_9,4870296,4870296,4704168,4688530,4870696,4681577,4870296,4869764,4700874,4687739,4681577,4681577,4681577,4681577,5016944,4681577,4681577,4681577,4681577,4681577,4854408,4855439,4854387,4681577,4681577
580,100_5_100_10,4746625,4746625,4607391,4587848,4814225,4579264,4746625,4746625,4604503,4585359,4579264,4579264,4579264,4579264,4935543,4579264,4579264,4579264,4579264,4579264,4831369,4812180,4798435,4579264,4579264
581,100_5_500_1,3758103,3353393,2880753,2878890,3779667,2878890,3758103,3340849,2880753,2878890,2878890,2878890,2878890,2878890,3957100,2878890,2878890,2878890,2878890,2878890,3570686,3299781,3960376,2880595,2891723
582,100_5_500_2,4086472,3420144,2915228,2913795,4095150,2912910,4086472,3407642,2915228,2913795,2912910,2912910,2912910,2912910,4382757,2912910,2912910,2912910,2912910,2912910,3447802,3175713,4141809,2932035,2930175
583,100_5_500_3,3947454,3492262,2883476,2881296,4037388,2880459,3948876,3455344,2883476,2880828,2880459,2880459,2880459,2880459,4105278,2880459,2880459,2880459,2880459,2880459,3559736,3291355,3681581,2880459,2901195
584,100_5_500_4,3955216,3392685,2880344,2878788,4029910,2878172,3955544,3376350,2879822,2878788,2878172,2878172,2878172,2878172,4006789,2878172,2878172,2878172,2878172,2878172,3598483,3176596,4049524,2880397,2887519
585,100_5_500_5,3685258,3412523,2911059,2908300,3826014,2908003,3685258,3412523,2910747,2908300,2908003,2908003,2908003,2908003,4293031,2908003,2908003,2908003,2908003,2908003,3647583,3323190,3879804,2908300,2912320
586,100_5_500_6,3931010,3426935,2904547,2902275,3931182,2900966,3931010,3413560,2904067,2902275,2900966,2900966,2900966,2900966,3635343,2900966,2900966,2900966,2900966,2900966,3481724,3047082,3969258,2917105,2916784
587,100_5_500_7,3756325,3403627,2925270,2923919,3756325,2922572,3756325,3403627,2924885,2923919,2922572,2922572,2922572,2922572,4171705,2922572,2922572,2922572,2922572,2922572,3515679,3382983,3828800,2926332,2922792
588,100_5_500_8,3824839,3550870,2990788,2988838,4039667,2988762,3825919,3550870,2990788,2988838,2988762,2988762,2988762,2988762,4123068,2988762,2988762,2988762,2988762,2988762,3624172,3380801,4091404,2993634,2994860
589,100_5_500_9,4039970,3353507,2939544,2938224,4059012,2938100,4036906,3353507,2939544,2938224,2938100,2938100,2938100,2938100,3966505,2938100,2938100,2938100,2938100,2938100,3518430,3173145,3743649,2943486,2951987
590,100_5_500_10,3966027,3554730,3029083,3027561,3992776,3026368,3964069,3554730,3029083,3027561,3026368,3026368,3026368,3026368,4221032,3026368,3026368,3026368,3026368,3026368,3711725,3378426,4170937,3050343,3043383
591,100_5_1000_1,1078749,1070406,1059379,1058908,1078749,1058786,1075863,1069028,1059019,1058908,1058786,1058786,1058786,1058786,2897889,1058786,1058786,1058786,1058786,1058786,1535128,1386827,3069726,1151482,1166180
592,100_5_1000_2,804573,784306,775077,775077,804573,775077,796857,783706,775077,775077,775077,775077,775077,775077,3137660,775077,775077,775077,775077,775077,1401525,1252927,2804035,794471,805053
593,100_5_1000_3,1015726,992096,976812,976812,1015726,976497,1009109,987327,976812,976691,976497,976497,976497,976497,3329227,976497,976497,976497,976497,976497,1728686,1343842,3009815,1006026,1006275
594,100_5_1000_4,967609,955203,931383,931280,967609,931280,963941,941549,931383,931280,931280,931280,931280,931280,3012825,931280,931280,931280,931280,931280,1171758,1274863,3139821,996065,976693
595,100_5_1000_5,1050432,1042396,1020937,1020937,1055080,1020937,1042231,1037962,1020937,1020937,1020937,1020937,1020937,1020937,3667116,1020937,1020937,1020937,1020937,1020937,1602748,1614547,3163370,1088487,1055136
596,100_5_1000_6,888630,883420,870605,870526,888630,870526,882452,877445,870605,870526,870526,870526,870526,870526,3698889,870526,870526,870526,870526,870526,1763955,1201417,2665014,909401,902239
597,100_5_1000_7,902959,898403,892155,892155,902449,892155,899349,894471,892155,892155,892155,892155,892155,892155,3385509,892155,892155,892155,892155,892155,1615536,1511843,2768359,922484,956487
598,100_5_1000_8,907654,909046,903315,903315,907654,903196,907654,909046,903315,903196,903196,903196,903196,903196,2588711,903196,903196,903196,903196,903196,1580863,1269297,3031636,965394,955875
599,100_5_1000_9,889218,862441,856110,856110,889218,856110,875386,860484,856110,856110,856110,856110,856110,856110,3291260,856110,856110,856110,856110,856110,1439292,1357795,2849538,912714,870595
600,100_5_1000_10,943993,932219,920875,920787,943993,920583,935962,923996,920787,920787,920583,920583,920583,920583,3482684,920583,920583,920583,920583,920583,1401281,1404151,3372767,937010,942800
601,100_10_20_1,4874449,4874449,4842178,4828949,4897953,4822360,4874449,4874449,4841632,4827716,4822360,4822360,4822360,4822360,4895563,4822360,4822360,4822360,4822360,4822360,4891673,4891673,4891673,4822360,4822360
602,100_10_20_2,4951687,4951687,4887223,4873298,4948843,4865908,4951687,4951687,4884457,4871810,4865908,4865908,4865908,4865908,4951687,4865908,4865908,4865908,4865908,4865908,4945934,4945934,4940787,4865908,4865908
603,100_10_20_3,4983359,4983359,4925462,4913703,4985334,4907576,4983359,4983359,4923992,4911901,4907576,4907576,4907576,4907576,4983359,4907576,4907576,4907576,4907576,4907576,4983359,4983359,4983359,4907576,4907576
604,100_10_20_4,4889614,4889614,4833870,4814300,4889614,4804867,4889614,4889614,4832882,4812125,4804867,4804867,4804867,4804867,4889614,4804867,4804867,4804867,4804867,4804867,4867407,4867407,4869696,4804867,4804867
605,100_10_20_5,5061694,5061694,5030905,5012034,5084807,5003941,5061694,5061694,5028510,5010820,5003941,5003941,5003941,5003941,5079109,5003941,5003941,5003941,5003941,5003941,5084807,5084807,5074909,5003941,5003941
606,100_10_20_6,4972247,4972247,4916791,4901728,4972247,4891741,4972247,4972247,4914946,4901728,4891741,4891741,4891741,4891741,4972247,4891741,4891741,4891741,4891741,4891741,4955206,4955206,4958814,4891741,4891741
607,100_10_20_7,4903372,4903372,4861189,4849459,4908449,4840833,4903372,4903372,4864931,4848575,4840833,4840833,4840833,4840833,4918632,4840833,4840833,4840833,4840833,4840833,4907977,4907977,4911031,4840833,4840833
608,100_10_20_8,4888652,4888652,4825694,4814792,4888652,4806321,4888652,4888652,4824803,4813314,4806321,4806321,4806321,4806321,4888652,4806321,4806321,4806321,4806321,4806321,4878830,4882195,4878830,4806321,4806321
609,100_10_20_9,4942580,4942580,4903500,4888472,4954139,4879860,4942580,4942580,4903164,4887010,4879860,4879860,4879860,4879860,4958754,4879860,4879860,4879860,4879860,4879860,4933370,4933370,4940095,4879860,4879860
610,100_10_20_10,5094535,5094535,5031901,5017377,5100743,5010534,5094535,5094535,5030186,5017377,5010534,5010534,5010534,5010534,5094535,5010534,5010534,5010534,5010534,5010534,5063877,5066798,5084607,5010534,5010534
611,100_10_100_1,4999746,4999746,4612711,4607367,4999746,4603804,4999746,4999746,4612711,4607215,4603804,4603804,4603804,4603804,4976975,4603804,4603804,4603804,4603804,4603804,4983217,4882277,4893708,4603804,4603804
612,100_10_100_2,4842730,4842730,4480890,4475974,4868051,4473169,4842730,4842730,4480022,4475974,4473169,4473169,4473169,4473169,4867638,4473169,4473169,4473169,4473169,4473169,4851164,4726568,4810177,4473169,4473169
613,100_10_100_3,5162528,5162528,4737104,4732482,5162528,4730823,5162528,5162528,4736614,4732482,4730823,4730823,4730823,4730823,5154020,4730823,4730823,4730823,4730823,4730823,5127032,5034817,5145446,4730823,4730823
614,100_10_100_4,4933664,4933664,4653035,4642305,5023871,4640543,4933764,4933831,4650860,4641972,4640543,4640543,4640543,4640543,5063864,4640543,4640543,4640543,4640543,4640543,4942191,4906847,4974173,4640543,4640543
615,100_10_100_5,4950252,4950252,4522543,4518533,4950252,4517089,4950252,4950252,4521847,4518533,4517089,4517089,4517089,4517089,4950252,4517089,4517089,4517089,4517089,4517089,4845966,4827981,4854714,4517089,4517089
616,100_10_100_6,5044541,5044541,4650932,4646380,5055432,4644830,5044541,5044541,4650326,4646114,4644830,4644830,4644830,4644830,5044529,4644830,4644830,4644830,4644830,4644830,5045377,4908024,4942664,4644830,4644830
617,100_10_100_7,5011909,5011909,4630229,4625687,5028788,4624775,5011909,5011909,4627614,4625509,4624775,4624775,4624775,4624775,5049780,4624775,4624775,4624775,4624775,4624775,5029441,4912568,5016082,4624775,4624775
618,100_10_100_8,5016025,5016025,4587523,4581745,4990931,4580938,5016025,5016025,4587038,4581745,4580938,4580938,4580938,4580938,5016025,4580938,4580938,4580938,4580938,4580938,4949804,4905931,4882542,4580938,4580938
619,100_10_100_9,4871423,4871423,4553969,4550592,4854391,4548211,4871527,4871527,4553969,4550592,4548211,4548211,4548211,4548211,4938856,4548211,4548211,4548211,4548211,4548211,4916687,4882853,4847009,4548211,4548211
620,100_10_100_10,4851390,4851390,4454122,4449881,4815148,4448647,4851390,4851390,4453766,4449881,4448647,4448647,4448647,4448647,4820380,4448647,4448647,4448647,4448647,4448647,4832509,4740523,4803436,4448647,4448647
621,100_10_500_1,4425335,3510382,2945189,2945189,4425335,2944970,4425335,3497632,2945189,2945189,2944970,2944970,2944970,2944970,4958030,2944970,2944970,2944970,2944970,2944970,3550820,3278965,4753301,2944970,2944970
622,100_10_500_2,4122907,3471399,2902641,2902473,4122907,2902397,4122907,3483932,2902641,2902473,2902397,2902397,2902397,2902397,5062563,2902397,2902397,2902397,2902397,2902397,3374144,3249052,4680545,2907385,2905039
623,100_10_500_3,4435521,3569681,2990406,2990168,4435521,2989655,4435521,3534813,2990406,2989944,2989655,2989655,2989655,2989655,4880816,2989655,2989655,2989655,2989655,2989655,3518097,3396985,4662053,2993868,3004332
